日時,河川水位,id
2021-09-06T00:10,1.13,1
2021-09-06T00:10,1.19,2
2021-09-06T00:10,0.68,3
2021-09-06T00:10,0.68,4
2021-09-06T00:10,0.47,5
2021-09-06T00:10,0.61,6
2021-09-06T00:10,4.05,7
2021-09-06T00:10,2.01,8
2021-09-06T00:10,0.40,9
2021-09-06T00:10,0.17,10
2021-09-06T00:10,0.09,12
2021-09-06T00:10,0.39,13
2021-09-06T00:10,1.82,14
2021-09-06T00:10,2.58,15
2021-09-06T00:10,5.53,16
2021-09-06T00:10,6.51,17
2021-09-06T00:10,0.87,22
2021-09-06T00:10,0.12,23
2021-09-06T00:10,1.04,24
2021-09-06T00:10,0.42,25
2021-09-06T00:10,0.63,26
2021-09-06T00:10,0.45,27
2021-09-06T00:10,0.65,28
2021-09-05T24:00,0.52,29
2021-09-05T24:00,0.71,30
2021-09-05T24:00,0.79,31
2021-09-05T24:00,0.79,32
2021-09-06T00:10,0.00,43
2021-09-06T00:10,1.00,45
2021-09-06T00:10,0.68,46
2021-09-06T00:10,1.17,47
2021-09-06T00:10,0.29,48
2021-09-05T24:00,4.48,49
2021-09-05T24:00,1.19,51
2021-09-06T00:10,1.13,62
2021-09-06T00:10,0.47,63
2021-09-06T00:10,0.41,64
2021-09-06T00:10,0.24,65
2021-09-06T00:10,0.16,66
2021-09-06T00:10,6.56,74
2021-09-06T00:10,0.75,75
2021-09-06T00:10,0.69,76
2021-09-06T00:10,0.52,77
2021-09-06T00:10,6.54,78
2021-09-06T00:10,0.28,79
2021-09-06T00:10,0.77,80
2021-09-06T00:10,6.95,81
2021-09-06T00:10,6.65,82
2021-09-06T00:10,6.70,83
2021-09-06T00:10,1.08,88
2021-09-06T00:10,0.13,89
2021-09-06T00:10,0.59,90
2021-09-05T24:00,*,91
2021-09-06T00:10,0.37,92
2021-09-06T00:10,0.76,93
2021-09-06T00:10,349.77,95
2021-09-06T00:10,0.12,96
2021-09-06T00:10,0.00,97
2021-09-06T00:10,1.27,107
2021-09-06T00:10,0.23,108
2021-09-06T00:10,0.73,109
2021-09-06T00:10,1.08,110
2021-09-06T00:10,0.38,111
2021-09-06T00:10,0.32,121
2021-09-06T00:10,0.66,122
2021-09-06T00:10,0.14,124
2021-09-06T00:10,0.77,134
2021-09-06T00:10,0.07,135
2021-09-06T00:10,0.02,136
2021-09-06T00:10,0.94,137
2021-09-06T00:10,0.59,138
2021-09-06T00:10,0.02,139
2021-09-06T00:10,0.51,140
2021-09-06T00:10,0.51,141
2021-09-06T00:10,1.02,150
2021-09-06T00:10,0.04,151
2021-09-06T00:10,0.92,152
2021-09-06T00:10,1.23,153
2021-09-06T00:10,2.02,154
2021-09-06T00:10,0.25,155
2021-09-06T00:10,0.82,156
2021-09-06T00:10,1.12,157
2021-09-06T00:10,0.03,158
2021-09-06T00:10,552.75,170
2021-09-06T00:10,458.47,171
2021-09-06T00:10,0.04,172
2021-09-06T00:10,0.88,174
2021-09-06T00:10,569.95,176
2021-09-06T00:10,0.99,179
2021-09-06T00:10,1.04,180
2021-09-06T00:10,1.97,205
2021-09-06T00:10,0.60,206
2021-09-06T00:10,1.26,207
2021-09-06T00:10,1.03,208
2021-09-06T00:10,0.47,209
2021-09-06T00:10,1.38,210
2021-09-06T00:10,0.45,211
2021-09-06T00:10,0.77,212
2021-09-06T00:10,0.48,213
2021-09-06T00:10,0.03,215
2021-09-06T00:10,1.27,216
2021-09-06T00:10,3.57,217
2021-09-06T00:10,0.45,221
2021-09-06T00:20,0.17,10
2021-09-06T00:20,0.41,64
2021-09-06T00:20,0.24,65
2021-09-06T00:20,0.16,66
2021-09-06T00:20,349.77,95
2021-09-06T00:20,0.03,158
2021-09-06T00:20,1.98,205
2021-09-06T00:20,0.60,206
2021-09-06T00:20,1.24,207
2021-09-06T00:20,1.03,208
2021-09-06T00:20,0.48,209
2021-09-06T00:20,1.39,210
2021-09-06T00:20,0.45,211
2021-09-06T00:20,0.77,212
2021-09-06T00:20,0.44,213
2021-09-06T00:20,0.03,215
2021-09-06T00:20,1.27,216
2021-09-06T00:20,3.57,217
2021-09-06T00:20,0.43,221
2021-09-06T00:20,6.56,74
2021-09-06T00:20,0.75,75
2021-09-06T00:20,0.69,76
2021-09-06T00:20,0.52,77
2021-09-06T00:20,6.54,78
2021-09-06T00:20,0.28,79
2021-09-06T00:20,0.77,80
2021-09-06T00:20,6.95,81
2021-09-06T00:20,6.65,82
2021-09-06T00:20,6.69,83
2021-09-06T00:20,1.08,88
2021-09-06T00:20,0.13,89
2021-09-06T00:20,0.59,90
2021-09-06T00:20,0.34,92
2021-09-06T00:20,0.76,93
2021-09-06T00:20,0.12,96
2021-09-06T00:20,0.00,97
2021-09-06T00:20,1.28,107
2021-09-06T00:20,0.23,108
2021-09-06T00:20,0.73,109
2021-09-06T00:20,1.08,110
2021-09-06T00:20,0.38,111
2021-09-06T00:20,0.32,121
2021-09-06T00:20,0.66,122
2021-09-06T00:20,0.14,124
2021-09-06T00:20,0.77,134
2021-09-06T00:20,0.07,135
2021-09-06T00:20,0.03,136
2021-09-06T00:20,0.94,137
2021-09-06T00:20,0.59,138
2021-09-06T00:20,0.02,139
2021-09-06T00:20,0.50,140
2021-09-06T00:20,0.50,141
2021-09-06T00:20,1.02,150
2021-09-06T00:20,0.04,151
2021-09-06T00:20,0.92,152
2021-09-06T00:20,1.23,153
2021-09-06T00:20,2.02,154
2021-09-06T00:20,0.26,155
2021-09-06T00:20,0.82,156
2021-09-06T00:20,1.12,157
2021-09-06T00:20,1.13,1
2021-09-06T00:20,1.19,2
2021-09-06T00:20,0.68,3
2021-09-06T00:20,0.68,4
2021-09-06T00:20,0.47,5
2021-09-06T00:20,0.61,6
2021-09-06T00:20,4.05,7
2021-09-06T00:20,2.01,8
2021-09-06T00:20,0.40,9
2021-09-06T00:20,0.08,12
2021-09-06T00:20,0.39,13
2021-09-06T00:20,1.82,14
2021-09-06T00:20,2.58,15
2021-09-06T00:20,5.53,16
2021-09-06T00:20,6.51,17
2021-09-06T00:20,0.87,22
2021-09-06T00:20,0.13,23
2021-09-06T00:20,1.04,24
2021-09-06T00:20,0.42,25
2021-09-06T00:20,0.63,26
2021-09-06T00:20,0.40,27
2021-09-06T00:20,0.63,28
2021-09-06T00:20,0.00,43
2021-09-06T00:20,1.00,45
2021-09-06T00:20,0.67,46
2021-09-06T00:20,1.17,47
2021-09-06T00:20,0.30,48
2021-09-06T00:20,1.13,62
2021-09-06T00:20,0.47,63
