日時,河川水位,id
2024-05-12T00:10,1.32,1
2024-05-12T00:10,1.30,2
2024-05-12T00:10,0.46,3
2024-05-12T00:10,0.66,4
2024-05-12T00:10,0.52,5
2024-05-12T00:10,0.57,6
2024-05-12T00:10,4.09,7
2024-05-12T00:10,2.06,8
2024-05-12T00:10,0.25,9
2024-05-12T00:20,0.11,10
2024-05-12T00:10,0.02,12
2024-05-12T00:10,0.50,13
2024-05-12T00:10,2.00,14
2024-05-12T00:10,2.23,15
2024-05-12T00:10,5.97,16
2024-05-12T00:10,6.49,17
2024-05-12T00:10,0.88,22
2024-05-12T00:10,0.18,23
2024-05-12T00:10,1.01,24
2024-05-12T00:10,0.35,25
2024-05-12T00:10,0.57,26
2024-05-12T00:10,0.04,27
2024-05-12T00:10,0.25,28
2024-05-11T24:00,0.71,29
2024-05-11T24:00,0.67,30
2024-05-11T24:00,0.71,31
2024-05-11T24:00,0.77,32
2024-05-12T00:10,0.00,43
2024-05-12T00:10,1.11,45
2024-05-12T00:10,0.53,46
2024-05-12T00:10,1.03,47
2024-05-12T00:10,0.48,48
2024-05-11T24:00,4.60,49
2024-05-11T24:00,1.14,51
2024-05-12T00:10,0.77,62
2024-05-12T00:10,0.39,63
2024-05-12T00:20,0.29,64
2024-05-12T00:20,0.14,65
2024-05-12T00:20,0.10,66
2024-05-12T00:10,6.48,74
2024-05-12T00:10,0.24,75
2024-05-12T00:10,0.59,76
2024-05-12T00:10,0.17,77
2024-05-12T00:10,6.46,78
2024-05-12T00:10,0.25,79
2024-05-12T00:10,0.59,80
2024-05-12T00:10,7.00,81
2024-05-12T00:10,6.69,82
2024-05-12T00:10,6.75,83
2024-05-12T00:10,0.53,88
2024-05-12T00:10,0.19,89
2024-05-12T00:10,0.49,90
2024-05-12T00:10,0.00,91
2024-05-12T00:10,0.20,92
2024-05-12T00:10,0.45,93
2024-05-12T00:20,349.76,95
2024-05-12T00:10,0.12,96
2024-05-12T00:10,0.45,97
2024-05-12T00:10,1.20,107
2024-05-12T00:10,0.22,108
2024-05-12T00:10,0.67,109
2024-05-12T00:10,1.22,110
2024-05-12T00:10,0.41,111
2024-05-12T00:10,0.47,121
2024-05-12T00:10,0.43,122
2024-05-12T00:10,0.70,124
2024-05-12T00:10,0.25,134
2024-05-12T00:10,0.09,135
2024-05-12T00:10,0.17,136
2024-05-12T00:10,0.69,137
2024-05-12T00:10,0.32,138
2024-05-12T00:10,0.05,139
2024-05-12T00:10,0.35,140
2024-05-12T00:10,0.21,141
2024-05-12T00:10,1.03,150
2024-05-12T00:10,0.11,151
2024-05-12T00:10,0.88,152
2024-05-12T00:10,1.21,153
2024-05-12T00:10,1.84,154
2024-05-12T00:10,0.25,155
2024-05-12T00:10,0.82,156
2024-05-12T00:10,0.99,157
2024-05-12T00:20,0.13,158
2024-05-11T24:00,549.26,170
2024-05-11T24:00,*,171
2024-05-11T24:00,0.01,172
2024-05-11T24:00,0.99,174
2024-05-11T24:00,*,176
2024-05-11T24:00,0.94,179
2024-05-11T24:00,1.17,180
2024-05-12T00:20,2.39,205
2024-05-12T00:20,0.07,206
2024-05-12T00:20,0.87,207
2024-05-12T00:20,1.40,208
2024-05-12T00:20,0.09,209
2024-05-11T24:00,,210
2024-05-12T00:20,0.02,211
2024-05-12T00:20,0.36,212
2024-05-12T00:20,0.33,213
2024-05-12T00:20,0.10,215
2024-05-12T00:20,1.24,216
2024-05-12T00:20,3.25,217
2024-05-12T00:20,0.03,221
2024-05-11T24:00,0.18,251
2024-05-11T24:00,0.51,252
2024-05-12T01:20,1.32,1
2024-05-12T01:20,1.30,2
2024-05-12T01:20,0.45,3
2024-05-12T01:20,0.66,4
2024-05-12T01:20,0.52,5
2024-05-12T01:20,0.57,6
2024-05-12T01:20,4.09,7
2024-05-12T01:20,2.06,8
2024-05-12T01:20,0.25,9
2024-05-12T01:20,0.11,10
2024-05-12T01:20,0.02,12
2024-05-12T01:20,0.50,13
2024-05-12T01:20,2.00,14
2024-05-12T01:20,2.23,15
2024-05-12T01:20,5.97,16
2024-05-12T01:20,6.51,17
2024-05-12T01:20,0.88,22
2024-05-12T01:20,0.18,23
2024-05-12T01:20,1.00,24
2024-05-12T01:20,0.35,25
2024-05-12T01:20,0.57,26
2024-05-12T01:20,0.07,27
2024-05-12T01:20,0.25,28
2024-05-12T01:00,0.71,29
2024-05-12T01:00,0.67,30
2024-05-12T01:00,0.71,31
2024-05-12T01:00,0.77,32
2024-05-12T01:20,0.00,43
2024-05-12T01:20,1.11,45
2024-05-12T01:20,0.53,46
2024-05-12T01:20,1.03,47
2024-05-12T01:20,0.45,48
2024-05-12T01:00,4.60,49
2024-05-12T01:00,1.14,51
2024-05-12T01:20,0.77,62
2024-05-12T01:20,0.39,63
2024-05-12T01:20,0.29,64
2024-05-12T01:20,0.14,65
2024-05-12T01:20,0.10,66
2024-05-12T01:20,6.47,74
2024-05-12T01:20,0.24,75
2024-05-12T01:20,0.60,76
2024-05-12T01:20,0.17,77
2024-05-12T01:20,6.46,78
2024-05-12T01:20,0.25,79
2024-05-12T01:20,0.60,80
2024-05-12T01:20,7.00,81
2024-05-12T01:20,6.69,82
2024-05-12T01:20,6.74,83
2024-05-12T01:20,0.54,88
2024-05-12T01:20,0.19,89
2024-05-12T01:20,0.49,90
2024-05-12T01:20,0.00,91
2024-05-12T01:20,0.19,92
2024-05-12T01:20,0.44,93
2024-05-12T01:20,349.76,95
2024-05-12T01:20,0.12,96
2024-05-12T01:20,0.45,97
2024-05-12T01:20,1.19,107
2024-05-12T01:20,0.22,108
2024-05-12T01:20,0.67,109
2024-05-12T01:20,1.22,110
2024-05-12T01:20,0.41,111
2024-05-12T01:20,0.47,121
2024-05-12T01:20,0.44,122
2024-05-12T01:20,0.70,124
2024-05-12T01:20,0.24,134
2024-05-12T01:20,0.09,135
2024-05-12T01:20,0.17,136
2024-05-12T01:20,0.69,137
2024-05-12T01:20,0.31,138
2024-05-12T01:20,0.05,139
2024-05-12T01:20,0.35,140
2024-05-12T01:20,0.20,141
2024-05-12T01:20,1.02,150
2024-05-12T01:20,0.11,151
2024-05-12T01:20,0.88,152
2024-05-12T01:20,1.21,153
2024-05-12T01:20,1.84,154
2024-05-12T01:20,0.25,155
2024-05-12T01:20,0.82,156
2024-05-12T01:20,0.99,157
2024-05-12T01:20,0.13,158
2024-05-12T01:00,549.26,170
2024-05-12T01:00,*,171
2024-05-12T01:00,0.01,172
2024-05-12T01:00,0.97,174
2024-05-12T01:00,*,176
2024-05-12T01:00,0.94,179
2024-05-12T01:00,1.17,180
2024-05-12T01:20,2.38,205
2024-05-12T01:20,0.07,206
2024-05-12T01:20,0.87,207
2024-05-12T01:20,1.40,208
2024-05-12T01:20,0.08,209
2024-05-12T01:00,,210
2024-05-12T01:20,0.02,211
2024-05-12T01:20,0.36,212
2024-05-12T01:20,0.29,213
2024-05-12T01:20,0.10,215
2024-05-12T01:20,1.24,216
2024-05-12T01:20,3.25,217
2024-05-12T01:20,0.02,221
2024-05-12T01:00,0.19,251
2024-05-12T01:00,0.51,252
2024-05-12T02:20,1.32,1
2024-05-12T02:20,1.30,2
2024-05-12T02:20,0.45,3
2024-05-12T02:20,0.66,4
2024-05-12T02:20,0.52,5
2024-05-12T02:20,0.57,6
2024-05-12T02:20,4.09,7
2024-05-12T02:20,2.06,8
2024-05-12T02:20,0.25,9
2024-05-12T02:20,0.11,10
2024-05-12T02:20,0.02,12
2024-05-12T02:20,0.49,13
2024-05-12T02:20,2.00,14
2024-05-12T02:20,2.23,15
2024-05-12T02:20,5.97,16
