日時,河川水位,id
2024-04-28T01:00,4.61,49
2024-04-28T01:00,1.15,51
2024-04-28T01:20,0.82,62
2024-04-28T01:20,0.41,63
2024-04-28T01:20,0.30,64
2024-04-28T01:20,0.15,65
2024-04-28T01:20,0.11,66
2024-04-28T01:20,6.49,74
2024-04-28T01:20,0.19,75
2024-04-28T01:20,0.67,76
2024-04-28T01:20,0.22,77
2024-04-28T01:20,6.47,78
2024-04-28T01:20,0.26,79
2024-04-28T01:20,0.63,80
2024-04-28T01:20,7.06,81
2024-04-28T01:20,6.70,82
2024-04-28T01:20,6.75,83
2024-04-28T01:20,0.54,88
2024-04-28T01:20,0.22,89
2024-04-28T01:20,0.53,90
2024-04-28T01:20,0.12,91
2024-04-28T01:20,0.17,92
2024-04-28T01:20,0.38,93
2024-04-28T01:20,349.76,95
2024-04-28T01:20,0.12,96
2024-04-28T01:20,0.44,97
2024-04-28T01:20,1.27,107
2024-04-28T01:20,0.20,108
2024-04-28T01:20,0.66,109
2024-04-28T01:20,1.22,110
2024-04-28T01:20,0.42,111
2024-04-28T01:20,0.51,121
2024-04-28T01:20,0.55,122
2024-04-28T01:20,0.72,124
2024-04-28T01:20,0.30,134
2024-04-28T01:20,0.06,135
2024-04-28T01:20,0.13,136
2024-04-28T01:20,0.70,137
2024-04-28T01:20,0.34,138
2024-04-28T01:20,0.07,139
2024-04-28T01:20,0.38,140
2024-04-28T01:20,0.23,141
2024-04-28T01:20,1.03,150
2024-04-28T01:20,0.11,151
2024-04-28T01:20,0.87,152
2024-04-28T01:20,1.18,153
2024-04-28T01:20,1.84,154
2024-04-28T01:20,0.26,155
2024-04-28T01:20,0.82,156
2024-04-28T01:20,1.03,157
2024-04-28T01:20,0.05,158
2024-04-28T01:00,549.87,170
2024-04-28T01:00,458.46,171
2024-04-28T01:00,0.00,172
2024-04-28T01:00,1.00,174
2024-04-28T01:00,569.16,176
2024-04-28T01:00,0.97,179
2024-04-28T01:00,1.16,180
2024-04-28T01:20,2.28,205
2024-04-28T01:20,0.19,206
2024-04-28T01:20,0.96,207
2024-04-28T01:20,1.26,208
2024-04-28T01:20,0.17,209
2024-04-28T01:00,,210
2024-04-28T01:20,0.12,211
2024-04-28T01:20,0.44,212
2024-04-28T01:20,0.30,213
2024-04-28T01:20,0.08,215
2024-04-28T01:20,1.24,216
2024-04-28T01:20,3.26,217
2024-04-28T01:20,0.11,221
2024-04-28T01:00,0.18,251
2024-04-28T01:00,0.54,252
2024-04-28T02:20,1.24,1
2024-04-28T02:20,1.24,2
2024-04-28T02:20,0.51,3
2024-04-28T02:20,0.66,4
2024-04-28T02:20,0.53,5
2024-04-28T02:20,0.57,6
2024-04-28T02:20,4.10,7
2024-04-28T02:20,2.06,8
2024-04-28T02:20,0.27,9
2024-04-28T02:20,0.13,10
2024-04-28T02:20,0.01,12
2024-04-28T02:20,0.54,13
2024-04-28T02:20,2.02,14
2024-04-28T02:20,2.25,15
2024-04-28T02:20,5.71,16
2024-04-28T02:20,6.53,17
2024-04-28T02:20,0.90,22
2024-04-28T02:20,0.19,23
2024-04-28T02:20,1.05,24
2024-04-28T02:20,0.38,25
2024-04-28T02:20,0.60,26
2024-04-28T02:20,0.18,27
2024-04-28T02:20,0.39,28
2024-04-28T02:00,0.74,29
2024-04-28T02:00,0.68,30
2024-04-28T02:00,0.74,31
2024-04-28T02:00,0.79,32
2024-04-28T02:20,0.00,43
2024-04-28T02:20,1.13,45
2024-04-28T02:20,0.60,46
2024-04-28T02:20,1.05,47
2024-04-28T02:20,0.51,48
2024-04-28T02:00,4.61,49
2024-04-28T02:00,1.15,51
2024-04-28T02:20,0.82,62
2024-04-28T02:20,0.41,63
2024-04-28T02:20,0.30,64
2024-04-28T02:20,0.15,65
2024-04-28T02:20,0.11,66
2024-04-28T02:20,6.49,74
2024-04-28T02:20,0.17,75
2024-04-28T02:20,0.67,76
2024-04-28T02:20,0.22,77
2024-04-28T02:20,6.47,78
2024-04-28T02:20,0.26,79
2024-04-28T02:20,0.63,80
2024-04-28T02:20,7.05,81
2024-04-28T02:20,6.70,82
2024-04-28T02:20,6.74,83
2024-04-28T02:20,0.54,88
2024-04-28T02:20,0.22,89
2024-04-28T02:20,0.53,90
2024-04-28T02:10,0.12,91
2024-04-28T02:10,0.17,92
2024-04-28T02:10,0.38,93
2024-04-28T02:20,349.76,95
2024-04-28T02:10,0.12,96
2024-04-28T02:20,0.44,97
2024-04-28T02:20,1.26,107
2024-04-28T02:20,0.20,108
2024-04-28T02:20,0.66,109
2024-04-28T02:20,1.22,110
2024-04-28T02:20,0.42,111
2024-04-28T02:20,0.51,121
2024-04-28T02:20,0.54,122
2024-04-28T02:20,0.72,124
2024-04-28T02:20,0.30,134
2024-04-28T02:20,0.06,135
2024-04-28T02:20,0.13,136
2024-04-28T02:20,0.70,137
2024-04-28T02:20,0.33,138
2024-04-28T02:20,0.07,139
2024-04-28T02:20,0.38,140
2024-04-28T02:20,0.22,141
2024-04-28T02:20,1.03,150
2024-04-28T02:20,0.11,151
2024-04-28T02:20,0.88,152
2024-04-28T02:20,1.18,153
2024-04-28T02:20,1.84,154
2024-04-28T02:20,0.26,155
2024-04-28T02:20,0.82,156
2024-04-28T02:20,1.03,157
2024-04-28T02:20,0.05,158
2024-04-28T02:00,549.89,170
2024-04-28T02:00,458.51,171
2024-04-28T02:00,0.00,172
2024-04-28T02:00,1.01,174
2024-04-28T02:00,569.16,176
2024-04-28T02:00,0.97,179
2024-04-28T02:00,1.16,180
2024-04-28T02:20,2.25,205
2024-04-28T02:20,0.26,206
2024-04-28T02:20,0.99,207
2024-04-28T02:20,1.26,208
2024-04-28T02:20,0.21,209
2024-04-28T02:00,,210
2024-04-28T02:20,0.20,211
2024-04-28T02:20,0.46,212
2024-04-28T02:20,0.30,213
2024-04-28T02:20,0.08,215
2024-04-28T02:20,1.24,216
2024-04-28T02:20,3.26,217
2024-04-28T02:20,0.16,221
2024-04-28T02:00,0.18,251
2024-04-28T02:00,0.53,252
2024-04-28T03:20,1.25,1
2024-04-28T03:20,1.24,2
2024-04-28T03:20,0.52,3
2024-04-28T03:20,0.66,4
2024-04-28T03:20,0.53,5
2024-04-28T03:20,0.57,6
2024-04-28T03:20,4.10,7
2024-04-28T03:20,2.06,8
2024-04-28T03:20,0.27,9
2024-04-28T03:20,0.13,10
2024-04-28T03:20,0.01,12
2024-04-28T03:20,0.54,13
2024-04-28T03:20,2.02,14
2024-04-28T03:20,2.25,15
2024-04-28T03:20,5.71,16
2024-04-28T03:20,6.53,17
2024-04-28T03:20,0.90,22
2024-04-28T03:20,0.19,23
2024-04-28T03:20,1.05,24
2024-04-28T03:20,0.38,25
2024-04-28T03:20,0.60,26
2024-04-28T03:20,0.20,27
2024-04-28T03:20,0.47,28
2024-04-28T03:00,0.74,29
2024-04-28T03:00,0.68,30
2024-04-28T03:00,0.74,31
2024-04-28T03:00,0.79,32
2024-04-28T03:20,0.00,43
2024-04-28T03:20,1.13,45
2024-04-28T03:20,0.60,46
2024-04-28T03:20,1.05,47
2024-04-28T03:20,0.50,48
2024-04-28T03:00,4.61,49
2024-04-28T03:00,1.15,51
2024-04-28T03:20,0.82,62
2024-04-28T03:20,0.41,63
2024-04-28T03:20,0.30,64
2024-04-28T03:20,0.15,65
2024-04-28T03:20,0.11,66
2024-04-28T03:20,6.49,74
2024-04-28T03:20,0.17,75
2024-04-28T03:20,0.67,76
2024-04-28T03:20,0.22,77
2024-04-28T03:20,6.47,78
2024-04-28T03:20,0.26,79
2024-04-28T03:20,0.63,80
2024-04-28T03:20,7.05,81
2024-04-28T03:20,6.70,82
2024-04-28T03:20,6.75,83
2024-04-28T03:20,0.54,88
2024-04-28T03:20,0.22,89
2024-04-28T03:20,0.52,90
2024-04-28T03:20,0.13,91
2024-04-28T03:20,0.18,92
2024-04-28T03:20,0.38,93
2024-04-28T03:20,349.76,95
2024-04-28T03:20,0.12,96
2024-04-28T03:20,0.44,97
2024-04-28T03:20,1.26,107
2024-04-28T03:20,0.20,108
2024-04-28T03:20,0.66,109
2024-04-28T03:20,1.21,110
2024-04-28T03:20,0.42,111
2024-04-28T03:20,0.51,121
2024-04-28T03:20,0.54,122
2024-04-28T03:20,0.72,124
2024-04-28T03:20,0.33,134
2024-04-28T03:20,0.06,135
2024-04-28T03:20,0.13,136
2024-04-28T03:20,0.70,137
2024-04-28T03:20,0.33,138
2024-04-28T03:20,0.07,139
2024-04-28T03:20,0.39,140
2024-04-28T03:20,0.22,141
2024-04-28T03:20,1.03,150
2024-04-28T03:20,0.12,151
2024-04-28T03:20,0.88,152
2024-04-28T03:20,1.18,153
2024-04-28T03:20,1.84,154
2024-04-28T03:20,0.26,155
2024-04-28T03:20,0.82,156
2024-04-28T03:20,1.03,157
2024-04-28T03:20,0.05,158
2024-04-28T03:00,549.90,170
2024-04-28T03:00,458.53,171
2024-04-28T03:00,0.00,172
2024-04-28T03:00,1.01,174
2024-04-28T03:00,569.15,176
2024-04-28T03:00,0.97,179
2024-04-28T03:00,1.16,180
2024-04-28T03:20,2.26,205
2024-04-28T03:20,0.31,206
2024-04-28T03:20,1.03,207
2024-04-28T03:20,1.26,208
2024-04-28T03:20,0.27,209
2024-04-28T03:00,,210
2024-04-28T03:20,0.25,211
2024-04-28T03:20,0.50,212
2024-04-28T03:20,0.32,213
2024-04-28T03:20,0.08,215
2024-04-28T03:20,1.24,216
2024-04-28T03:20,3.26,217
2024-04-28T03:20,0.27,221
2024-04-28T03:00,0.18,251
2024-04-28T03:00,0.53,252
2024-04-28T04:10,1.24,1
2024-04-28T04:10,1.24,2
2024-04-28T04:10,0.52,3
2024-04-28T04:10,0.66,4
2024-04-28T04:10,0.53,5
2024-04-28T04:10,0.57,6
2024-04-28T04:10,4.10,7
2024-04-28T04:10,2.05,8
2024-04-28T04:10,0.27,9
2024-04-28T04:10,0.13,10
2024-04-28T04:10,0.01,12
2024-04-28T04:10,0.54,13
2024-04-28T04:10,2.02,14
2024-04-28T04:10,2.25,15
2024-04-28T04:10,5.71,16
2024-04-28T04:10,6.53,17
2024-04-28T04:10,0.90,22
2024-04-28T04:10,0.19,23
2024-04-28T04:10,1.05,24
2024-04-28T04:10,0.38,25
2024-04-28T04:10,0.60,26
2024-04-28T04:10,0.24,27
2024-04-28T04:10,0.50,28
2024-04-28T04:00,0.73,29
2024-04-28T04:00,0.68,30
2024-04-28T04:00,0.74,31
2024-04-28T04:00,0.79,32
2024-04-28T04:10,0.00,43
2024-04-28T04:10,1.13,45
2024-04-28T04:10,0.60,46
2024-04-28T04:10,1.05,47
2024-04-28T04:10,0.46,48
2024-04-28T04:00,4.61,49
2024-04-28T04:00,1.15,51
2024-04-28T04:10,0.82,62
2024-04-28T04:10,0.41,63
2024-04-28T04:10,0.30,64
2024-04-28T04:10,0.15,65
2024-04-28T04:10,0.11,66
2024-04-28T04:10,6.49,74
2024-04-28T04:10,0.16,75
2024-04-28T04:10,0.67,76
2024-04-28T04:10,0.22,77
2024-04-28T04:10,6.46,78
2024-04-28T04:10,0.26,79
2024-04-28T04:10,0.62,80
2024-04-28T04:10,7.05,81
2024-04-28T04:10,6.70,82
2024-04-28T04:10,6.74,83
2024-04-28T04:10,0.54,88
2024-04-28T04:10,0.22,89
2024-04-28T04:10,0.53,90
2024-04-28T04:10,0.14,91
2024-04-28T04:10,0.18,92
2024-04-28T04:10,0.38,93
2024-04-28T04:10,349.76,95
2024-04-28T04:10,0.12,96
2024-04-28T04:10,0.44,97
2024-04-28T04:10,1.27,107
2024-04-28T04:10,0.20,108
2024-04-28T04:10,0.66,109
2024-04-28T04:10,1.22,110
2024-04-28T04:10,0.42,111
2024-04-28T04:10,0.51,121
2024-04-28T04:10,0.54,122
2024-04-28T04:10,0.72,124
2024-04-28T04:10,0.39,134
2024-04-28T04:10,0.06,135
2024-04-28T04:10,0.13,136
2024-04-28T04:10,0.69,137
2024-04-28T04:10,0.32,138
2024-04-28T04:10,0.07,139
2024-04-28T04:10,0.38,140
2024-04-28T04:10,0.22,141
2024-04-28T04:10,1.03,150
2024-04-28T04:10,0.12,151
2024-04-28T04:10,0.88,152
2024-04-28T04:10,1.18,153
2024-04-28T04:10,1.84,154
2024-04-28T04:10,0.26,155
2024-04-28T04:10,0.82,156
2024-04-28T04:10,1.03,157
2024-04-28T04:10,0.05,158
2024-04-28T04:00,549.90,170
2024-04-28T04:00,458.37,171
2024-04-28T04:00,0.00,172
2024-04-28T04:00,0.99,174
2024-04-28T04:00,569.14,176
2024-04-28T04:00,0.97,179
2024-04-28T04:00,1.16,180
2024-04-28T04:10,2.26,205
2024-04-28T04:10,0.35,206
2024-04-28T04:10,1.06,207
2024-04-28T04:10,1.26,208
2024-04-28T04:10,0.31,209
2024-04-28T04:00,,210
2024-04-28T04:10,0.29,211
2024-04-28T04:10,0.53,212
2024-04-28T04:10,0.35,213
2024-04-28T04:10,0.08,215
2024-04-28T04:10,1.24,216
2024-04-28T04:10,3.26,217
2024-04-28T04:10,0.25,221
2024-04-28T04:00,0.17,251
2024-04-28T04:00,0.53,252
2024-04-28T05:10,1.24,1
2024-04-28T05:10,1.24,2
2024-04-28T05:10,0.54,3
2024-04-28T05:10,0.66,4
2024-04-28T05:10,0.53,5
2024-04-28T05:10,0.57,6
2024-04-28T05:10,4.10,7
2024-04-28T05:10,2.06,8
2024-04-28T05:10,0.27,9
2024-04-28T05:20,0.13,10
2024-04-28T05:10,0.01,12
2024-04-28T05:10,0.54,13
2024-04-28T05:10,2.02,14
2024-04-28T05:10,2.25,15
2024-04-28T05:10,5.71,16
2024-04-28T05:10,6.53,17
2024-04-28T05:10,0.90,22
2024-04-28T05:10,0.19,23
2024-04-28T05:10,1.04,24
2024-04-28T05:10,0.38,25
2024-04-28T05:10,0.60,26
2024-04-28T05:10,0.26,27
2024-04-28T05:10,0.51,28
2024-04-28T05:00,0.74,29
2024-04-28T05:00,0.68,30
2024-04-28T05:00,0.74,31
2024-04-28T05:00,0.79,32
2024-04-28T05:10,0.00,43
2024-04-28T05:10,1.13,45
2024-04-28T05:10,0.60,46
2024-04-28T05:10,1.05,47
2024-04-28T05:10,0.46,48
2024-04-28T05:00,4.61,49
2024-04-28T05:00,1.15,51
2024-04-28T05:10,0.82,62
2024-04-28T05:10,0.41,63
2024-04-28T05:20,0.30,64
2024-04-28T05:20,0.15,65
2024-04-28T05:20,0.11,66
2024-04-28T05:10,6.49,74
2024-04-28T05:10,0.15,75
2024-04-28T05:10,0.66,76
2024-04-28T05:10,0.22,77
2024-04-28T05:10,6.46,78
2024-04-28T05:10,0.26,79
2024-04-28T05:10,0.62,80
2024-04-28T05:10,7.05,81
2024-04-28T05:10,6.70,82
2024-04-28T05:10,6.75,83
2024-04-28T05:10,0.54,88
2024-04-28T05:10,0.23,89
2024-04-28T05:10,0.53,90
2024-04-28T05:10,0.15,91
2024-04-28T05:10,0.18,92
2024-04-28T05:10,0.38,93
2024-04-28T05:10,349.76,95
2024-04-28T05:10,0.12,96
2024-04-28T05:10,0.44,97
2024-04-28T05:10,1.26,107
2024-04-28T05:10,0.20,108
2024-04-28T05:10,0.66,109
2024-04-28T05:10,1.21,110
2024-04-28T05:10,0.42,111
2024-04-28T05:10,0.51,121
2024-04-28T05:10,0.55,122
2024-04-28T05:10,0.72,124
2024-04-28T05:10,0.39,134
2024-04-28T05:10,0.06,135
2024-04-28T05:10,0.13,136
2024-04-28T05:10,0.69,137
2024-04-28T05:10,0.33,138
2024-04-28T05:10,0.07,139
2024-04-28T05:10,0.39,140
2024-04-28T05:10,0.23,141
2024-04-28T05:10,1.03,150
2024-04-28T05:10,0.11,151
2024-04-28T05:10,0.87,152
2024-04-28T05:10,1.18,153
2024-04-28T05:10,1.84,154
2024-04-28T05:10,0.26,155
2024-04-28T05:10,0.82,156
2024-04-28T05:10,1.03,157
2024-04-28T05:20,0.05,158
2024-04-28T05:00,549.91,170
2024-04-28T05:00,458.31,171
2024-04-28T05:00,0.00,172
2024-04-28T05:00,0.98,174
2024-04-28T05:00,569.14,176
2024-04-28T05:00,0.97,179
2024-04-28T05:00,1.16,180
2024-04-28T05:10,2.26,205
2024-04-28T05:10,0.35,206
2024-04-28T05:10,1.09,207
2024-04-28T05:10,1.26,208
2024-04-28T05:10,0.36,209
2024-04-28T05:00,,210
2024-04-28T05:10,0.32,211
2024-04-28T05:10,0.53,212
2024-04-28T05:10,0.35,213
2024-04-28T05:10,0.08,215
2024-04-28T05:10,1.24,216
2024-04-28T05:10,3.26,217
2024-04-28T05:10,0.21,221
2024-04-28T05:00,0.16,251
2024-04-28T05:00,0.53,252
